cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,xythosfs_pct_used,workspace_pct_used,high_usage,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
5,23.8,98.5,3.5,0.3,58.5,66.3,,13,1826,42,112,237,264,13,5,,,,,1093,358910,1070,307778,722,191220,722,191220,1114,374851,1114,310682,2025-03-24T00:21:07+00:00
7,23.7,98.5,1.1,0.2,58.5,66.3,,6,260,42,112,245,264,12,5,,,,,824,288697,972,205036,343,143616,343,143616,838,300846,983,205762,2025-03-24T00:23:07+00:00
10,23.6,98.5,1.1,0.2,58.4,66.3,,58,324,42,111,199,253,9,4,,,,,445,152294,484,105587,690,303827,690,303827,436,156718,500,106643,2025-03-24T00:25:07+00:00
7,23.9,98.5,8.3,0.2,58.6,66.3,,11,486,42,112,193,256,7,5,,,,,4693,1911483,4321,1474039,70,105916,70,105916,5254,2011978,4973,1517055,2025-03-24T00:27:07+00:00
12,24.3,98.5,7,0.4,58.6,66.3,,10,508,42,118,185,264,9,7,,,,,5684,4121025,4320,3689268,166,114534,166,114534,7567,4321691,6579,3838362,2025-03-24T00:29:07+00:00
13,24.1,98.5,5.6,0.4,58.6,66.3,,10,508,45,119,146,237,4,6,,,,,5762,4036326,4458,3594374,399,139962,399,139962,7611,4234701,6638,3738254,2025-03-24T00:31:07+00:00
6,23.9,98.5,3.7,0.5,58.6,66.3,,1028,1583,45,113,165,223,5,4,,,,,159,27984,192,49050,106,110670,106,110670,135,25002,201,49644,2025-03-24T00:33:07+00:00
8,24,98.5,2.5,0.2,58.6,66.3,,21,799,45,117,135,256,5,4,,,,,1527,579321,1621,313781,844,262950,844,262950,1561,597453,1648,315563,2025-03-24T00:35:07+00:00
12,23.9,98.5,1.6,0.2,58.6,66.3,,59,378,45,116,192,253,9,5,,,,,531,517409,387,517110,1310,225409,1310,225409,785,539410,698,537636,2025-03-24T00:37:07+00:00
9,23.7,98.5,1.6,0.2,58.6,66.3,,9,378,45,113,148,243,5,4,,,,,242,66425,277,70529,282,247407,282,247407,235,68604,290,71387,2025-03-24T00:39:07+00:00
15,24.1,98.5,4.2,0.2,58.7,66.3,,9,535,45,125,392,296,35,8,,,,,1962,717103,1952,602768,1236,694932,1236,694932,2026,747405,2028,607784,2025-03-24T00:41:07+00:00
17,24.5,98.5,3.3,0.2,58.7,66.3,,50,1355,45,145,347,348,21,12,,,,,3001,1444657,3329,610965,1752,344908,1752,344908,3210,1499330,3359,612593,2025-03-24T00:43:07+00:00
13,23.8,98.5,1.8,0.3,58.7,66.3,,650,3649,45,123,267,295,16,6,,,,,3621,1439801,3805,833892,1136,863251,1136,863251,3750,1496860,3875,838512,2025-03-24T00:45:07+00:00
9,24.1,98.5,1.2,0.2,58.7,66.3,,74,538,45,121,184,279,4,6,,,,,284,56400,323,65542,285,127255,285,127255,276,59357,333,66202,2025-03-24T00:47:07+00:00
3,23.9,98.5,1,0.2,58.7,66.3,,18,1028,45,115,141,236,4,4,,,,,277,55724,309,63724,123,111554,123,111554,268,58261,319,64384,2025-03-24T00:49:07+00:00
13,24.5,98.5,3.2,0.2,58.8,66.3,,62,3724,45,125,299,293,21,8,,,,,2882,1725870,3406,658935,960,551782,960,551782,3235,1788769,3467,662961,2025-03-24T00:51:07+00:00
9,24.6,98.5,2.8,0.2,58.8,66.3,,10,1503,45,137,298,310,15,10,,,,,1595,520331,1887,379561,912,234922,912,234922,1605,542682,1913,381277,2025-03-24T00:53:07+00:00
9,24.6,98.5,2.8,0.6,58.8,66.3,,51,758,45,121,217,262,10,6,,,,,292,64276,317,71996,132,113308,132,113308,290,68188,325,72524,2025-03-24T00:55:07+00:00
6,24.5,98.5,2.7,0.6,58.8,66.3,,10,432,45,113,142,225,3,4,,,,,164,30971,193,50734,150,113451,150,113451,136,27359,204,51460,2025-03-24T00:57:07+00:00
4,23.7,98.5,2.8,0.3,58.8,66.3,,40,648,45,110,117,204,3,3,,,,,832,223729,905,221643,632,462518,632,462518,831,231811,927,223095,2025-03-24T00:59:07+00:00
10,23.8,98.5,2.8,0.2,58.8,66.3,,12,3137,45,119,333,287,24,6,,,,,3017,2000254,3450,690760,528,158751,528,158751,3403,2062428,3526,695776,2025-03-24T01:01:07+00:00
10,24,98.5,1.5,0.2,58.8,66.3,,96,428,45,126,275,314,14,7,,,,,2417,1423645,2825,482472,1295,232842,1295,232842,2685,1474009,2859,484716,2025-03-24T01:03:07+00:00
3,23.6,98.5,1.3,0.2,58.8,66.3,,147,324,45,115,217,254,9,4,,,,,300,61514,329,65493,89,106726,89,106726,299,65984,339,66153,2025-03-24T01:05:07+00:00
4,23.4,98.5,1.2,0.2,58.8,66.3,,11,486,45,107,146,205,1,2,,,,,156,26384,174,43910,83,106414,83,106414,140,26062,184,44570,2025-03-24T01:07:07+00:00
1,23.3,98.5,0.8,0.2,58.8,66.3,,12,540,45,104,135,189,5,1,,,,,145,24216,166,43142,107,110722,107,110722,136,24905,176,43802,2025-03-24T01:09:07+00:00
3,23.6,98.5,1.8,0.2,58.9,66.3,,9,491,45,110,232,234,15,3,,,,,1429,697453,1697,300234,529,425291,529,425291,1562,725490,1717,301554,2025-03-24T01:11:07+00:00
1,23.6,98.5,0.9,0.2,58.9,66.3,,13,594,45,115,185,234,6,4,,,,,180,32103,199,48361,108,112344,108,112344,171,33282,209,49021,2025-03-24T01:13:07+00:00
0,23.4,98.5,0.8,0.2,58.9,66.3,,9,400,45,109,155,206,5,2,,,,,140,23584,151,41867,120,113478,120,113478,135,24903,161,42527,2025-03-24T01:15:07+00:00
8,23.6,98.5,1.2,0.2,58.9,66.3,,7,270,45,112,166,211,7,3,,,,,1078,405363,1165,205375,222,188436,222,188436,1089,419847,1179,206299,2025-03-24T01:17:07+00:00
8,23.6,98.5,1.5,0.2,58.9,66.3,,56,216,45,113,110,216,3,4,,,,,140,18125,151,34924,111,13333,111,13333,128,18170,161,35638,2025-03-24T01:19:06+00:00
4,23.6,98.5,1.1,0.2,58.9,66.3,,9,531,45,115,168,233,6,4,,,,,473,63801,1025,2226121,291,129973,291,129973,447,64935,1793,2276809,2025-03-24T01:21:06+00:00
5,23.4,98.5,1,0.2,58.9,66.3,,129,162,45,107,146,204,3,2,,,,,150,26865,162,47200,148,114419,148,114419,133,24922,173,47926,2025-03-24T01:23:07+00:00
2,23.4,98.5,0.8,0.2,58.9,66.3,,5,2041,45,107,123,190,3,2,,,,,1140,814488,1154,174810,722,1846638,722,1846638,1111,824391,1164,175470,2025-03-24T01:25:07+00:00
3,23.9,98.5,1.1,0.2,58.9,66.3,,394,368,45,121,193,256,10,6,,,,,5246,2273966,4847,1749739,222,127751,222,127751,5915,2390817,5605,1799767,2025-03-24T01:27:07+00:00
3,23.8,98.5,0.9,0.2,58.9,66.3,,1105,475,45,113,170,242,8,4,,,,,5969,4578343,4687,3988214,251,168823,251,168823,8114,4802457,7060,4144832,2025-03-24T01:29:07+00:00
5,23.8,98.5,1.8,0.2,58.9,66.3,,983,220499,45,115,243,255,16,4,,,,,8731,6949943,8017,4877532,673,219184,673,219184,11616,7261228,10714,5055490,2025-03-24T01:31:07+00:00
4,24.3,98.5,2.5,0.2,58.9,66.3,,14,388259,45,127,193,273,6,8,,,,,2432,1017533,3142,848637,243,131497,243,131497,2577,1061936,3281,857811,2025-03-24T01:33:07+00:00
5,23.7,98.5,0.9,0.2,58.9,66.3,,13,540,45,116,207,245,11,3,,,,,2578,2470206,2049,2035825,1144,1121340,1144,1121340,3722,2579804,3209,2112385,2025-03-24T01:35:07+00:00
4,23.8,98.5,0.9,0.2,58.9,66.3,,74,758,45,118,197,253,8,5,,,,,766,708692,563,689610,182,120274,182,120274,1136,743770,973,716670,2025-03-24T01:37:07+00:00
11,23.9,98.4,1.3,0.2,58.9,66.3,,64,853,45,117,181,264,9,4,,,,,4816,2881110,4889,1690978,351,397901,351,397901,5606,3000630,5515,1732294,2025-03-24T01:39:07+00:00
5,23.5,98.4,1.1,0.2,58.9,66.3,,12,664,45,109,256,237,17,2,,,,,614,219247,651,130570,193,146675,193,146675,619,227978,663,131362,2025-03-24T01:41:07+00:00
7,23.6,98.4,1.4,0.2,58.9,66.3,,9,546,45,114,206,252,8,3,,,,,2027,779285,2095,435556,105,110618,105,110618,2096,811610,2124,437546,2025-03-24T01:43:07+00:00
11,23.5,98.4,1,0.2,58.9,66.3,,612,519,45,109,164,218,6,2,,,,,1434,715477,1520,223145,1281,1888245,1281,1888245,1455,735203,1530,223805,2025-03-24T01:45:07+00:00
2,23.9,98.4,1.1,0.2,58.9,66.3,,6,216,45,113,135,215,3,4,,,,,166,28525,183,48462,90,11376,90,11376,135,24476,192,49056,2025-03-24T01:47:06+00:00
2,23.9,98.4,1,0.2,58.9,66.3,,13,594,45,110,124,205,5,3,,,,,162,28130,185,48685,116,111190,116,111190,132,24207,196,49411,2025-03-24T01:49:07+00:00
7,24.4,98.4,4.1,0.2,58.9,66.3,,5,2799,45,121,222,270,14,6,,,,,2717,1087810,2712,662928,505,149197,505,149197,2800,1128254,2771,666882,2025-03-24T01:51:07+00:00
6,24.5,98.4,2.1,0.2,58.9,66.3,,10,476,45,119,178,265,6,6,,,,,472,183334,445,182326,365,138190,365,138190,488,190375,482,184812,2025-03-24T01:53:07+00:00
5,24.3,98.4,2.8,0.3,58.9,66.3,,103,702,45,116,170,250,6,5,,,,,197,35064,220,45391,88,11272,88,11272,195,37646,229,45985,2025-03-24T01:55:07+00:00
5,24.3,98.4,2.8,0.4,58.9,66.3,,13,594,45,116,148,228,3,5,,,,,152,27834,167,46521,101,12409,101,12409,143,28621,175,47049,2025-03-24T01:57:06+00:00
3,23.9,98.4,2.8,0.4,58.9,66.3,,49,324,45,113,109,214,3,4,,,,,183,34776,201,49040,123,111554,123,111554,181,37162,210,49634,2025-03-24T01:59:07+00:00
9,24.2,98.4,4.7,0.4,59,66.3,,9,510,45,119,249,252,16,6,,,,,2374,1429466,2932,456089,651,539990,651,539990,2691,1483437,2950,457769,2025-03-24T02:01:07+00:00
11,24.3,98.4,6.4,0.5,59.1,66.3,,13,648,45,127,188,282,6,8,,,,,309,80413,338,69739,626,334022,626,334022,283,81108,348,70399,2025-03-24T02:03:07+00:00
19,25.2,98.4,8.5,0.2,59.2,66.3,,14,648,45,131,196,287,9,10,,,,,288,61083,311,70223,504,144249,504,144249,278,63625,321,70883,2025-03-24T02:05:07+00:00
6,24.5,98.4,5.8,0.4,59.2,66.3,,14,740,45,124,166,256,6,7,,,,,298,59742,321,69242,358,174310,358,174310,272,60283,331,69902,2025-03-24T02:07:07+00:00
9,24.6,98.4,5.9,0.8,59.2,66.3,,10,492,45,124,133,254,5,7,,,,,2569,1182158,2664,525144,132,122609,132,122609,2647,1222525,2707,527982,2025-03-24T02:09:07+00:00
7,24.7,98.4,6,0.4,59.2,66.3,,10,432,45,125,148,254,5,8,,,,,219,38960,224,48631,886,191576,886,191576,203,39520,234,49291,2025-03-24T02:11:07+00:00
14,24.4,98.4,3,0.2,59.2,66.3,,12,540,45,121,204,260,8,6,,,,,3148,1434603,3206,516903,179,190598,179,190598,3168,1478836,3215,517497,2025-03-24T02:13:07+00:00
14,24.6,98.4,3.2,0.4,59.2,66.3,,11,486,45,124,148,256,5,7,,,,,799,364271,832,132249,839,1229215,839,1229215,787,373003,841,132843,2025-03-24T02:15:07+00:00
5,24.2,98.4,3.4,0.2,59.2,66.3,,57,314,45,121,164,244,6,6,,,,,1579,624223,1594,340668,215,137957,215,137957,1596,643391,1611,341790,2025-03-24T02:17:07+00:00
11,23.9,98.4,1.3,0.2,59.2,66.3,,12,836,45,115,156,246,7,4,,,,,2770,1063329,2959,536983,202,152532,202,152532,2829,1102503,2982,538669,2025-03-24T02:19:07+00:00
7,24.1,98.4,2.3,0.2,59.2,66.3,,7,270,45,119,153,239,4,6,,,,,152,28504,165,46817,97,11907,97,11907,143,29291,175,47477,2025-03-24T02:21:06+00:00
1,23.5,98.4,0.9,0.2,59.2,66.3,,5,162,45,107,153,193,4,2,,,,,152,27037,170,44129,115,111138,115,111138,147,28524,180,44789,2025-03-24T02:23:07+00:00
0,23.3,98.4,0.8,0.2,59.2,66.3,,6,216,46,104,119,181,3,1,,,,,141,23667,153,41614,116,111164,116,111164,131,24151,163,42274,2025-03-24T02:25:07+00:00
2,23.6,98.4,0.9,0.2,59.2,66.3,,523,1952,45,107,132,187,3,2,,,,,4071,1672520,3710,1310524,164,116185,164,116185,4575,1762278,4302,1349596,2025-03-24T02:27:07+00:00
2,23.6,98.4,0.9,0.2,59.2,66.3,,10,492,45,107,112,187,3,2,,,,,4945,3901657,3614,3485999,136,113700,136,113700,6838,4095234,5782,3629131,2025-03-24T02:29:07+00:00
3,23.7,98.4,1.2,0.2,59.2,66.3,,60,791,45,110,132,199,3,3,,,,,6326,6110435,4153,5629682,535,775094,535,775094,9476,6405941,7746,5850451,2025-03-24T02:31:07+00:00
2,23.6,98.4,0.9,0.2,59.2,66.3,,9,378,45,107,142,184,3,2,,,,,140,23625,144,41163,118,111294,118,111294,131,24244,154,41823,2025-03-24T02:33:07+00:00
3,23.6,98.4,0.9,0.2,59.2,66.3,,361,85381,45,107,122,183,4,2,,,,,749,857163,479,841006,195,119821,195,119821,1214,897509,989,874666,2025-03-24T02:35:07+00:00
3,23.6,98.4,0.9,0.2,59.2,66.3,,11,486,45,107,141,181,3,2,,,,,1154,1325548,708,1286338,195,120074,195,120074,1878,1388741,1504,1338874,2025-03-24T02:37:06+00:00
3,23.5,98.4,0.9,0.2,59.2,66.3,,7,270,45,107,111,178,3,2,,,,,540,656526,371,587355,163,126815,163,126815,910,688462,731,611115,2025-03-24T02:39:07+00:00
3,23.5,98.4,1.7,0.2,59.2,66.3,,8,492,45,110,211,216,12,3,,,,,857,224989,912,213927,596,492096,596,492096,853,233099,933,215313,2025-03-24T02:41:06+00:00
2,23.4,98.4,0.9,0.2,59.2,66.3,,95,422,45,111,186,215,10,2,,,,,529,327811,618,106242,140,111326,140,111326,584,334739,629,106924,2025-03-24T02:43:07+00:00
12,23.6,98.4,1.1,0.2,59.7,66.3,,10,732,45,112,157,218,5,3,,,,,947,418352,995,150054,1005,2331864,1005,2331864,924,425495,1005,150714,2025-03-24T02:45:07+00:00
4,23.9,98.4,2,0.2,59.7,66.3,,6,216,45,112,151,211,5,3,,,,,1003,340402,1056,204001,110,111388,110,111388,1016,353852,1066,204661,2025-03-24T02:47:07+00:00
3,24.2,98.4,1.9,0.2,59.7,66.3,,12,3075,45,115,137,243,5,4,,,,,430,153489,403,147466,421,160764,421,160764,435,159092,430,149248,2025-03-24T02:49:07+00:00
3,24.3,98.4,3.7,0.2,59.7,66.3,,65,790,48,120,158,232,4,5,,,,,962,261133,1008,217949,176,136302,176,136302,962,274681,1017,218543,2025-03-24T02:51:07+00:00
3,23.9,98.4,1,0.2,59.7,66.3,,12,760,45,110,171,222,6,3,,,,,651,283665,823,124961,158,25055,158,25055,695,295466,833,125621,2025-03-24T02:53:06+00:00
6,24.3,98.4,3.7,0.3,59.7,66.3,,46,324,45,116,133,229,2,5,,,,,144,26471,148,44694,122,129821,122,129821,134,26997,158,45354,2025-03-24T02:55:07+00:00
5,24.3,98.4,3.7,0.4,59.7,66.3,,28,540,45,116,148,217,3,5,,,,,134,22604,146,40987,118,13956,118,13956,125,23139,156,41647,2025-03-24T02:57:06+00:00
3,23.9,98.4,3.6,0.4,59.7,66.3,,11,486,48,117,112,206,3,4,,,,,144,23830,154,41488,93,11532,93,11532,128,23340,162,42016,2025-03-24T02:59:06+00:00
5,24.2,98.4,3.6,0.5,59.6,66.3,,12,864,45,119,166,230,5,6,,,,,1244,341227,1373,255404,534,579672,534,579672,1237,357390,1385,256186,2025-03-24T03:01:07+00:00
4,24,98.4,3.6,0.5,59.6,66.3,,7,605,45,116,161,232,6,5,,,,,909,270147,938,235940,802,649030,802,649030,921,282810,962,237524,2025-03-24T03:03:06+00:00
4,24.2,98.4,3.6,0.7,59.3,66.3,,58,700,45,116,130,222,3,5,,,,,1073,281740,1217,226785,280,219609,280,219609,1071,296586,1227,227445,2025-03-24T03:05:06+00:00
4,24.2,98.4,4.2,0.7,59,66.3,,11,835,45,116,137,214,3,5,,,,,1049,266838,1184,211951,266,333980,266,333980,1044,280883,1194,212611,2025-03-24T03:07:07+00:00
4,25.5,98.4,4,0.2,58.7,66.3,,9,647,45,122,121,238,3,7,,,,,1285,329295,1439,258837,360,276968,360,276968,1261,342299,1450,259563,2025-03-24T03:09:07+00:00
8,24.6,98.4,4,0.2,58.5,66.3,,10,3590,45,121,154,234,6,6,,,,,2546,1101253,2806,434730,340,359574,340,359574,2617,1140685,2816,435390,2025-03-24T03:11:07+00:00
4,24.6,98.4,4,0.2,58.5,66.3,,932,2476,45,122,156,237,4,7,,,,,1039,272307,1161,212574,240,271450,240,271450,1030,285512,1171,213234,2025-03-24T03:13:07+00:00
2,24.6,98.4,3.2,0.2,58.4,66.3,,11,725,45,122,149,233,5,7,,,,,1831,1004279,1894,318068,887,2000518,887,2000518,1827,1028819,1911,319234,2025-03-24T03:15:07+00:00
1,24.6,98.4,3.2,0.2,58.4,66.3,,10,616,45,121,187,242,6,6,,,,,1203,317838,1340,245784,511,399196,511,399196,1202,334443,1353,246642,2025-03-24T03:17:07+00:00
1,24.6,98.4,3.2,0.2,58.4,66.3,,60,771,45,121,126,242,5,6,,,,,1131,313183,1256,237820,703,312361,703,312361,1119,327063,1268,238552,2025-03-24T03:19:07+00:00
3,24.6,98.4,3.9,0.2,58.3,66.3,,5,458,45,121,148,239,4,6,,,,,1204,331380,1341,237146,257,272698,257,272698,1199,347759,1354,238092,2025-03-24T03:21:07+00:00
4,25.1,98.4,4.1,0.9,58.2,66.3,,14,875,45,122,154,238,3,7,,,,,913,242705,1027,197358,234,136202,234,136202,908,254410,1039,198150,2025-03-24T03:23:07+00:00
1,24.3,98.4,3.2,0.2,58.2,66.3,,10,556,45,116,140,229,5,5,,,,,398,65277,422,81073,121,111424,121,111424,381,68194,432,81733,2025-03-24T03:25:07+00:00
0,24,98.4,1.9,0.2,58.2,66.3,,5,286,46,113,142,212,5,4,,,,,444,74836,467,80577,120,111398,120,111398,438,79909,477,81237,2025-03-24T03:27:07+00:00
2,23.6,98.4,0.9,0.2,58.2,66.3,,8,448,46,107,133,191,6,2,,,,,1760,1451221,1481,1332592,173,118102,173,118102,2480,1522616,2162,1378612,2025-03-24T03:29:06+00:00
2,23.6,98.4,0.9,0.2,58.2,66.3,,4,232,45,107,135,190,3,2,,,,,402,60039,421,78208,120,111398,120,111398,378,60459,432,78934,2025-03-24T03:31:07+00:00
3,23.6,98.4,0.9,0.2,58.2,66.3,,10,476,45,107,145,189,4,2,,,,,382,60623,398,78190,121,123110,121,123110,373,64630,408,78850,2025-03-24T03:33:07+00:00
4,23.6,98.4,0.9,0.2,58.2,66.3,,57,314,45,107,122,192,3,2,,,,,479,169296,463,183591,181,116429,181,116429,524,177439,532,188145,2025-03-24T03:35:06+00:00
5,23.7,98.4,1.2,0.2,58.2,66.3,,11,1275,45,110,139,200,3,3,,,,,1313,506882,1327,318479,2314,1894013,2314,1894013,1381,528302,1345,319667,2025-03-24T03:37:07+00:00
6,23.8,98.4,2.4,0.2,58.2,66.3,,20,4796,45,114,164,218,9,3,,,,,4865,2118296,4949,876174,1083,2073000,1083,2073000,4922,2189421,4959,876834,2025-03-24T03:39:07+00:00
1,23.7,98.4,1.2,0.2,58.2,66.3,,13,708,45,114,204,207,11,3,,,,,1123,281485,1216,218569,1127,1510848,1127,1510848,1097,292722,1227,219295,2025-03-24T03:41:07+00:00
4,23.8,98.4,1.2,0.2,58.2,66.3,,889,2846,45,113,198,208,9,4,,,,,733,141010,763,132710,1410,368247,1410,368247,722,149648,773,133370,2025-03-24T03:43:07+00:00
9,23.8,98.4,1.3,0.2,58.2,66.3,,12,530,45,115,179,200,9,4,,,,,1185,350111,1271,255276,424,171434,424,171434,1174,364212,1287,256392,2025-03-24T03:45:07+00:00
8,24.3,98.4,1.3,0.2,58.3,66.3,,12,584,45,115,190,209,9,4,,,,,1296,506664,1319,188960,197,256980,197,256980,1288,523382,1329,189620,2025-03-24T03:47:07+00:00
6,24.2,98.4,1.4,0.2,58.3,66.3,,9,368,45,115,169,198,10,4,,,,,881,248574,967,173499,1737,1163134,1737,1163134,874,258845,979,174291,2025-03-24T03:49:07+00:00
14,24.6,98.4,3,0.2,58.3,66.3,,20,4265,45,124,197,236,9,7,,,,,3699,2534114,3362,1640318,4143,5648800,4143,5648800,4480,2636699,4085,1687992,2025-03-24T03:51:07+00:00
4,24.5,98.4,2.6,0.2,58.3,66.3,,14,864,45,118,214,215,11,5,,,,,1818,792242,1822,272527,2174,5939810,2174,5939810,1813,817053,1832,273187,2025-03-24T03:53:07+00:00
7,24.5,98.4,2.7,0.2,58.3,66.3,,153,4450,45,118,154,239,5,5,,,,,705,268402,742,159052,833,905401,833,905401,708,273708,767,160702,2025-03-24T03:55:07+00:00
13,24.6,98.4,4.2,0.3,58.3,66.3,,60,432,45,118,154,238,4,5,,,,,3097,1533343,3169,525660,1048,2074267,1048,2074267,3163,1576350,3208,528234,2025-03-24T03:57:07+00:00
3,24,98.4,2.1,0.2,58.3,66.3,,9,422,45,113,142,223,6,4,,,,,390,80741,393,72604,122,111502,122,111502,378,84395,403,73264,2025-03-24T03:59:07+00:00
8,24.7,98.4,7.5,0.2,58.3,66.3,,159,800,45,131,208,313,9,8,,,,,6513,3258001,6733,1526427,2659,4374011,2659,4374011,6962,3377605,6887,1536547,2025-03-24T04:01:07+00:00
2,24.1,98.4,4.4,0.2,58.3,66.3,,108,476,45,115,186,255,5,4,,,,,1361,713504,1356,302488,1796,3038032,1796,3038032,1448,737109,1426,307108,2025-03-24T04:03:07+00:00
4,24.1,98.4,26,0.2,58.3,66.3,,116,929,45,117,163,252,4,4,,,,,2483,1003475,2495,517183,2536,3902406,2536,3902406,2533,1040707,2538,520021,2025-03-24T04:05:06+00:00
2,23.8,98.4,3.5,0.2,58.3,66.3,,109,421,45,112,166,220,6,3,,,,,390,84897,420,64433,177,139312,177,139312,369,86862,420,64433,2025-03-24T04:07:07+00:00
12,24.2,98.4,15,0.2,58.5,66.3,,110,436,45,118,131,225,3,5,,,,,982,536753,1037,237423,1290,2605260,1290,2605260,1069,555496,1083,240459,2025-03-24T04:09:07+00:00
19,24.7,98.4,23,0.3,58.3,66.3,,525,2011,45,140,214,291,7,9,,,,,1727,881136,1826,384071,2944,4047533,2944,4047533,1799,907814,1897,388757,2025-03-24T04:11:07+00:00
15,24.8,98.4,18,0.4,58.3,66.3,,92,432,45,132,218,274,3,9,,,,,569,184453,623,109950,130,117496,130,117496,578,192266,633,110610,2025-03-24T04:13:07+00:00
11,24.7,98.4,15,0.5,58.3,66.3,,17,4274,45,131,204,253,3,8,,,,,3396,1507466,3600,722145,1365,1481886,1365,1481886,3509,1562236,3648,725313,2025-03-24T04:15:07+00:00
8,24.6,98.4,15,0.6,58.3,66.3,,60,475,45,126,232,252,8,7,,,,,1008,481745,1022,235211,1112,2088163,1112,2088163,1082,499972,1070,238423,2025-03-24T04:17:06+00:00
10,24.5,98.4,15,0.7,58.3,66.3,,50,3797,45,121,121,230,4,6,,,,,1206,692969,1240,292989,1718,2220013,1718,2220013,1316,714192,1304,297213,2025-03-24T04:19:06+00:00
9,24.5,98.4,13,0.8,58.3,66.3,,13,3369,45,119,201,219,3,6,,,,,1498,791626,1517,333580,2000,3783600,2000,3783600,1590,815046,1594,338662,2025-03-24T04:21:07+00:00
6,24.5,98.4,13,0.9,58.3,66.3,,13,594,45,127,196,242,8,8,,,,,952,441893,958,213573,1089,1561555,1089,1561555,986,454255,1003,216543,2025-03-24T04:23:07+00:00
5,24.2,98.4,12,1,58.3,66.3,,12,577,45,116,133,212,3,5,,,,,894,450246,945,214995,1308,2166107,1308,2166107,954,465189,986,217701,2025-03-24T04:25:06+00:00
8,24.5,98.4,12,1.1,58.3,66.3,,12,708,45,119,139,221,3,6,,,,,6038,3366751,5382,2517034,2158,4237278,2158,4237278,7191,3526083,6578,2595910,2025-03-24T04:27:06+00:00
8,24.5,98.4,12,1.1,58.3,66.3,,51,4063,45,119,117,220,3,6,,,,,5959,4857665,4370,4349842,506,580568,506,580568,8354,5098258,7068,4527986,2025-03-24T04:29:07+00:00
8,24.6,98.4,12,1.3,58.3,66.3,,9,454,45,119,135,218,3,6,,,,,4850,3220310,3926,2816844,196,122361,196,122361,6326,3384755,5553,2924150,2025-03-24T04:31:07+00:00
