cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,xythosfs_pct_used,workspace_pct_used,high_usage,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
6,24.3,89.1,2,0.2,62,66.9,,103,863,45,127,195,274,6,8,,,,,2164,1321171,2532,542457,1028,1121936,1028,1121936,2406,1367131,2584,545889,2025-03-27T01:33:07+00:00
7,23.9,89.1,1.6,0.2,62,66.9,,16,912,45,118,198,259,9,5,,,,,807,425501,829,299402,848,289531,848,289531,851,437705,889,303362,2025-03-27T01:35:07+00:00
2,23.5,89.1,0.8,0.2,62.1,66.9,,9,378,45,107,185,226,7,2,,,,,40,3904,33,20030,129,115288,129,115288,31,3123,43,20690,2025-03-27T01:37:07+00:00
2,23.6,89.1,1,0.2,62.1,66.9,,13,594,45,112,183,244,10,3,,,,,1695,878087,1910,261871,98,110616,98,110616,1845,907701,1922,262723,2025-03-27T01:39:07+00:00
4,23.7,89,1.2,0.2,62.1,66.9,,245,648,45,115,270,239,15,4,,,,,503,321242,631,94943,218,146161,218,146161,538,326638,643,95735,2025-03-27T01:41:07+00:00
9,23.7,89,1.5,0.2,62.1,66.9,,8,368,45,114,188,244,7,3,,,,,2012,838285,2059,425194,133,115496,133,115496,2067,869336,2090,427300,2025-03-27T01:43:07+00:00
5,23.5,89,1,0.2,62.1,66.9,,57,485,45,109,161,218,6,2,,,,,1883,709072,1891,386979,115,115044,115,115044,1881,734584,1916,388629,2025-03-27T01:45:07+00:00
3,24,89,1.1,0.2,62.1,66.9,,8,324,45,113,139,213,3,4,,,,,50,5184,43,20808,90,11376,90,11376,34,3378,53,21468,2025-03-27T01:47:06+00:00
7,24.1,89,1.1,0.2,62.1,66.9,,6,259,45,115,108,210,4,4,,,,,866,470588,711,478582,395,149994,395,149994,932,486303,804,484720,2025-03-27T01:49:07+00:00
7,24.4,89,2.7,0.2,62.1,66.9,,12,929,45,119,232,256,14,6,,,,,2032,942493,2073,534441,1995,1155191,1995,1155191,2168,979170,2127,537929,2025-03-27T01:51:07+00:00
6,24.7,89,3.5,0.2,62.1,66.9,,15,833,45,122,181,263,5,7,,,,,1178,439376,1236,346857,471,208374,471,208374,1211,457299,1275,349431,2025-03-27T01:53:07+00:00
3,24.3,89,2,0.2,62.1,66.9,,13,594,45,113,180,234,8,4,,,,,123,19670,114,35135,401,178467,401,178467,109,19671,124,35885,2025-03-27T01:55:07+00:00
7,24.4,89,2.8,0.3,62.1,66.9,,127,648,45,116,148,232,5,5,,,,,56,7332,53,23592,109,114248,109,114248,46,6699,63,24270,2025-03-27T01:57:07+00:00
3,24,89,2.8,0.3,62.1,66.9,,12,617,45,113,117,209,2,4,,,,,73,11218,75,27291,113,114917,113,114917,57,9734,85,27951,2025-03-27T01:59:07+00:00
7,24.3,89,4.8,0.4,62.2,66.9,,5,368,45,119,252,254,17,6,,,,,1908,1043114,2348,375797,554,387790,554,387790,2109,1081655,2371,377315,2025-03-27T02:01:07+00:00
11,24.4,89,6.4,0.5,62.4,66.9,,12,540,45,127,172,280,5,8,,,,,85,21218,82,35347,644,238263,644,238263,67,20008,93,36073,2025-03-27T02:03:07+00:00
10,24.5,89,8.6,0.6,62.5,66.9,,123,648,45,125,199,254,13,8,,,,,72,12641,68,31118,404,141045,404,141045,44,7827,79,31844,2025-03-27T02:05:07+00:00
8,25.7,89,5.9,0.6,62.5,66.9,,89,432,45,125,148,263,3,8,,,,,68,11778,62,30312,325,134631,325,134631,41,7057,73,31038,2025-03-27T02:07:07+00:00
7,24.8,89,5.9,0.5,62.5,66.9,,9,378,45,125,138,252,5,8,,,,,85,16387,78,35241,177,119817,177,119817,54,11204,89,35967,2025-03-27T02:09:07+00:00
6,24.7,89,5.7,0.5,62.5,66.9,,62,600,45,125,160,253,6,8,,,,,123,34832,130,40465,564,1132916,564,1132916,114,35213,140,41125,2025-03-27T02:11:07+00:00
9,25,89,6.1,0.2,62.6,66.9,,96,475,45,125,171,272,5,8,,,,,272,140800,234,154128,482,155643,482,155643,294,146016,273,156702,2025-03-27T02:13:07+00:00
9,24.6,89,2.8,0.2,62.6,66.9,,52,880,45,121,149,253,4,6,,,,,587,295119,608,99289,678,963274,678,963274,591,303384,619,99955,2025-03-27T02:15:07+00:00
7,24.7,89,3.1,0.2,62.6,66.9,,13,594,45,127,182,255,8,8,,,,,296,127977,274,125155,495,238082,495,238082,289,129473,299,126805,2025-03-27T02:17:07+00:00
4,24.3,89,2.5,0.3,62.6,66.9,,11,432,45,123,164,253,8,6,,,,,555,171221,615,149862,540,852086,540,852086,551,177829,629,150786,2025-03-27T02:19:07+00:00
7,24.4,88.9,2.4,0.3,62.6,66.9,,10,432,45,122,168,247,5,7,,,,,56,11188,44,28131,123,115310,123,115310,47,10631,54,28791,2025-03-27T02:21:07+00:00
1,23.8,88.9,1.1,0.2,62.6,66.9,,58,324,45,115,169,212,6,4,,,,,32,3184,26,19629,113,114456,113,114456,30,3456,36,20289,2025-03-27T02:23:07+00:00
3,23.4,88.9,0.8,0.2,62.6,66.9,,13,594,45,104,128,177,3,1,,,,,79,10132,70,26015,108,114170,108,114170,63,8896,80,26711,2025-03-27T02:25:07+00:00
3,23.7,88.9,0.9,0.2,62.6,66.9,,8,324,45,107,135,186,4,2,,,,,184,302501,177,159974,111,114519,111,114519,346,312145,264,165716,2025-03-27T02:27:07+00:00
2,23.7,88.9,0.9,0.2,62.6,66.9,,10,432,45,107,112,185,3,2,,,,,61,8323,64,26990,114,114508,114,114508,34,3395,75,27716,2025-03-27T02:29:07+00:00
4,23.8,88.9,1.2,0.2,62.6,66.9,,11,486,45,110,134,196,3,3,,,,,5013,9483635,1696,9315515,452,493388,452,493388,10824,9934323,7970,9729599,2025-03-27T02:31:07+00:00
2,23.7,88.9,0.9,0.2,62.6,66.9,,8,400,45,107,142,188,3,2,,,,,2076,687437,2062,329158,156,120983,156,120983,2088,717458,2087,330748,2025-03-27T02:33:07+00:00
0,23.4,88.9,0.8,0.2,62.6,66.9,,94,216,45,104,122,183,3,1,,,,,41,4067,33,20014,117,114638,117,114638,31,3151,43,20674,2025-03-27T02:35:07+00:00
0,23.4,88.9,0.8,0.2,62.6,66.9,,46,324,45,104,132,173,3,1,,,,,43,4234,36,20349,118,114716,118,114716,34,3495,46,21009,2025-03-27T02:37:07+00:00
0,23.4,88.9,0.8,0.2,62.6,66.9,,10,432,45,104,110,172,3,1,,,,,39,3932,43,20803,154,118118,154,118118,30,3137,51,21331,2025-03-27T02:39:07+00:00
3,23.7,88.9,1.7,0.2,62.6,66.9,,12,724,45,110,208,211,9,3,,,,,2305,1419091,2812,485712,754,681797,754,681797,2611,1469840,2858,488748,2025-03-27T02:41:07+00:00
4,23.5,88.9,0.9,0.2,62.6,66.9,,56,648,45,109,186,227,7,2,,,,,1401,729562,1625,397750,260,208147,260,208147,1516,755208,1672,400852,2025-03-27T02:43:07+00:00
12,23.7,88.9,1.1,0.2,63,66.9,,10,2337,45,112,164,219,5,3,,,,,655,326510,669,102126,812,1797775,812,1797775,647,333572,679,102786,2025-03-27T02:45:07+00:00
5,24,88.9,2,0.2,63,66.9,,11,486,45,112,171,209,6,3,,,,,890,352841,919,171821,96,112552,96,112552,911,366112,929,172481,2025-03-27T02:47:07+00:00
3,24.3,88.9,2,0.2,63,66.9,,78,648,45,113,138,238,5,4,,,,,595,361317,670,165565,309,184335,309,184335,659,372421,699,167479,2025-03-27T02:49:07+00:00
5,24.4,88.9,3.8,0.2,63,66.9,,8,367,45,116,145,228,3,5,,,,,75,12494,68,71668,903,219138,903,219138,58,11398,103,73996,2025-03-27T02:51:07+00:00
2,24.3,88.9,2,0.2,63,66.9,,11,486,45,113,166,232,4,4,,,,,59,7738,57,28012,147,141759,147,141759,45,6658,69,28822,2025-03-27T02:53:07+00:00
7,24.4,88.9,3.7,0.3,63,66.9,,14,648,45,116,140,230,3,5,,,,,41,6075,46,25447,138,141273,138,141273,24,2606,53,25909,2025-03-27T02:55:07+00:00
6,24.4,88.9,3.7,0.4,63,66.9,,29,594,45,116,144,220,4,5,,,,,53,7463,54,26146,136,141067,136,141067,29,2997,65,26872,2025-03-27T02:57:07+00:00
4,24,88.9,3.6,0.4,63,66.9,,11,891,45,113,115,210,4,4,,,,,66,8927,65,26936,134,141380,134,141380,35,3478,76,27662,2025-03-27T02:59:07+00:00
6,24.5,88.9,3.6,0.5,63,66.9,,13,7602,45,124,242,267,11,7,,,,,2624,1534143,3057,696450,638,466085,638,466085,2901,1587331,3169,703842,2025-03-27T03:01:07+00:00
7,24.5,88.9,3.7,0.5,62.9,66.9,,65,822,45,122,181,260,5,7,,,,,1821,470830,1953,342481,317,310389,317,310389,1810,494487,1968,343515,2025-03-27T03:03:07+00:00
4,24.3,88.9,3.6,0.6,62.9,66.9,,8,449,45,116,134,230,3,5,,,,,1275,312057,1475,247757,331,282595,331,282595,1265,328417,1485,248417,2025-03-27T03:05:07+00:00
4,24.3,88.9,3.6,0.7,62.9,66.9,,15,826,45,116,143,223,3,5,,,,,1026,446736,1077,215169,215,183755,215,183755,1077,463719,1109,217281,2025-03-27T03:07:07+00:00
53,25.6,88.9,3.9,0.2,62.9,66.9,,10,632,45,122,123,243,3,7,,,,,937,253462,1072,193580,309,426804,309,426804,928,265239,1082,194240,2025-03-27T03:09:07+00:00
2,24.6,88.9,3.5,0.2,62.9,66.9,,47,422,45,122,230,269,13,7,,,,,756,344836,767,288492,407,142538,407,142538,803,357775,789,289944,2025-03-27T03:11:07+00:00
8,24.4,88.9,3.1,0.2,62.9,66.9,,8,368,45,118,173,240,5,5,,,,,326,75754,364,63895,165,120906,165,120906,323,79222,374,64555,2025-03-27T03:13:07+00:00
5,24.5,88.9,3.1,0.2,62.9,66.9,,8,368,45,121,142,240,4,6,,,,,701,301633,727,187466,824,453515,824,453515,712,310543,753,189182,2025-03-27T03:15:07+00:00
8,24.6,88.9,3.9,0.3,62.9,66.9,,70,475,45,124,156,254,5,7,,,,,266,40954,277,57683,397,181268,397,181268,240,41047,287,58343,2025-03-27T03:17:07+00:00
1,24.4,88.9,3.1,0.2,62.9,66.9,,7,330,45,116,126,224,6,5,,,,,247,34785,261,51189,140,117940,140,117940,231,35737,269,51717,2025-03-27T03:19:07+00:00
1,24.4,88.9,3.1,0.2,62.9,66.9,,6,260,45,116,154,220,5,5,,,,,230,35755,237,52558,124,115243,124,115243,225,38334,247,53218,2025-03-27T03:21:07+00:00
4,24.7,88.9,4,0.7,62.9,66.9,,7,270,45,119,155,227,4,6,,,,,62,8404,62,27095,96,11855,96,11855,34,3586,73,27821,2025-03-27T03:23:06+00:00
1,24.4,88.9,3.1,0.2,63,66.9,,59,378,45,116,138,225,5,5,,,,,73,9880,74,28384,127,115158,127,115158,37,3902,85,29110,2025-03-27T03:25:07+00:00
3,24.2,88.9,1.9,0.2,63,66.9,,10,432,45,113,147,213,5,4,,,,,54,6569,62,22693,103,113936,103,113936,43,5701,72,23353,2025-03-27T03:27:07+00:00
4,23.7,88.9,0.9,0.2,63,66.9,,14,648,45,107,130,194,5,2,,,,,44,5313,40,20691,110,114300,110,114300,35,4588,50,21351,2025-03-27T03:29:07+00:00
6,24.1,88.9,2.6,0.2,63.2,66.9,,92,280486,45,119,197,245,8,6,,,,,6043,14245555,4876,7858093,211,131328,211,131328,14864,14911973,9935,8191987,2025-03-27T03:31:07+00:00
5,24,88.9,4.7,0.2,63.3,66.9,,16,816,45,118,176,244,5,5,,,,,1495,584167,1513,305088,894,450426,894,450426,1514,604422,1538,306678,2025-03-27T03:33:07+00:00
1,23.4,88.9,0.8,0.2,63.3,66.9,,48,432,45,104,156,189,5,1,,,,,54,5721,49,21429,115,114534,115,114534,37,3822,59,22089,2025-03-27T03:35:07+00:00
2,23.5,88.9,1.1,0.2,63.3,66.9,,71,555,45,107,132,188,3,2,,,,,427,258513,469,130473,1976,3046428,1976,3046428,493,268536,479,131133,2025-03-27T03:37:07+00:00
5,23.8,88.9,1.8,0.2,63.3,66.9,,60,704,45,114,154,217,8,3,,,,,2807,1179208,2864,498171,1301,2153511,1301,2153511,2898,1223765,2873,498689,2025-03-27T03:39:07+00:00
8,23.9,88.9,2,0.2,63.3,66.9,,13,3149,45,115,186,221,9,4,,,,,3770,2730939,4048,1116114,171,125834,171,125834,4452,2826949,4355,1136376,2025-03-27T03:41:07+00:00
8,23.9,88.9,2.4,0.2,63.3,66.9,,11,4097,45,114,186,212,7,3,,,,,852,354261,883,179391,750,1371037,750,1371037,846,362169,896,180249,2025-03-27T03:43:07+00:00
9,23.9,88.9,1.7,0.2,63.3,66.9,,15,702,45,115,174,213,8,4,,,,,2094,791214,2133,402679,2204,460214,2204,460214,2128,818440,2148,403687,2025-03-27T03:45:07+00:00
10,24.5,88.9,1.7,0.2,63.3,66.9,,99,60330,45,118,186,224,8,5,,,,,2151,2963020,959,2879139,2202,366530,2202,366530,3827,3098904,2891,3006713,2025-03-27T03:47:07+00:00
11,24.5,88.9,2.1,0.2,63.3,66.9,,11,28615,45,121,145,233,6,6,,,,,1400,1867962,628,1825759,1524,346357,1524,346357,2406,1950593,1843,1905949,2025-03-27T03:49:07+00:00
8,24.4,88.9,7.9,0.2,63.3,66.9,,633,654,45,120,187,230,9,5,,,,,2758,1261552,2757,594142,2603,3858623,2603,3858623,2863,1304522,2827,598762,2025-03-27T03:51:07+00:00
11,24.9,88.9,3.4,0.2,63.3,66.9,,11,4355,45,126,188,248,8,7,,,,,5387,2454999,5383,1004456,2178,3478836,2178,3478836,5434,2531758,5419,1006892,2025-03-27T03:53:07+00:00
3,24.7,88.9,4.2,0.2,63.3,66.9,,65,727,45,119,192,245,10,6,,,,,95,18794,110,34393,1544,1211323,1544,1211323,69,15839,122,35229,2025-03-27T03:55:06+00:00
5,24.6,88.9,2.2,0.3,63.3,66.9,,617,594,45,116,160,238,6,5,,,,,1291,802206,1281,338797,2120,3888799,2120,3888799,1416,826769,1377,345133,2025-03-27T03:57:07+00:00
5,24.2,88.9,2.3,0.2,63.3,66.9,,5,494,45,115,130,228,5,4,,,,,2405,1262157,2544,467715,2609,4441709,2609,4441709,2544,1302804,2594,471015,2025-03-27T03:59:07+00:00
7,24.9,88.9,5.6,0.2,63.3,66.9,,154,1772,45,132,210,284,7,9,,,,,3364,2033532,3317,1327142,1243,2934214,1243,2934214,3868,2112427,3598,1345876,2025-03-27T04:01:07+00:00
3,24.3,88.8,6,0.2,63.3,66.9,,6,449,45,118,188,258,6,5,,,,,2160,1094271,2192,517247,2166,3414964,2166,3414964,2268,1129878,2274,522659,2025-03-27T04:03:07+00:00
5,24.3,88.8,4.9,0.2,63.3,66.9,,115,837,45,117,154,245,4,4,,,,,3584,1461020,3592,740582,2328,4166823,2328,4166823,3690,1516348,3653,744764,2025-03-27T04:05:07+00:00
4,24.3,88.8,33,0.2,63.3,66.9,,111,2658,45,117,153,245,3,4,,,,,694,274691,758,206553,836,787744,836,787744,703,281878,777,207807,2025-03-27T04:07:07+00:00
2,24,88.8,3.5,0.2,63.3,66.9,,653,4137,45,112,150,231,5,3,,,,,1204,640047,1228,177815,1754,2679876,1754,2679876,1261,658677,1242,178739,2025-03-27T04:09:07+00:00
23,24.7,88.8,18,0.2,63.6,66.9,,63,610,45,136,189,291,6,7,,,,,4386,1902655,4589,854982,4994,8734752,4994,8734752,4443,1964439,4633,857886,2025-03-27T04:11:07+00:00
18,24.8,88.9,23,0.3,63.6,66.9,,64,4244,45,136,195,297,3,9,,,,,1864,1963296,1834,772029,2194,5598068,2194,5598068,2643,2037825,2162,793677,2025-03-27T04:13:07+00:00
15,24.7,88.9,20,0.4,63.6,66.9,,12,3828,45,131,202,271,4,8,,,,,1109,580873,1163,278215,1039,1494554,1039,1494554,1158,596034,1194,280201,2025-03-27T04:15:07+00:00
11,24.7,89,17,0.5,63.6,66.9,,10,432,45,129,240,259,5,8,,,,,1143,595457,1200,272673,1397,1927953,1397,1927953,1208,612617,1249,275907,2025-03-27T04:17:07+00:00
8,24.5,89,15,0.6,63.6,66.9,,15,789,45,121,153,235,4,6,,,,,1756,930104,1722,379653,2564,6468347,2564,6468347,1844,959749,1815,385791,2025-03-27T04:19:07+00:00
6,24.5,89,13,0.7,63.6,66.9,,12,793,45,121,188,225,4,6,,,,,1295,671167,1402,305771,1658,2482490,1658,2482490,1379,693676,1457,309401,2025-03-27T04:21:07+00:00
15,24.4,89,12,0.8,63.6,66.9,,10,378,45,120,202,224,6,5,,,,,1557,779630,1649,409282,1327,1880586,1327,1880586,1656,807572,1730,414628,2025-03-27T04:23:07+00:00
8,24.6,89,13,0.9,63.6,66.9,,12,688,45,125,179,239,7,8,,,,,216,105559,216,81975,384,406368,384,406368,222,108149,239,83493,2025-03-27T04:25:07+00:00
7,24.6,89,12,1,63.6,66.9,,76,702,45,119,144,222,4,6,,,,,503,314962,503,129600,862,1655912,862,1655912,560,325722,542,132174,2025-03-27T04:27:07+00:00
7,24.6,89,12,1.1,63.6,66.9,,55,1253,45,119,118,220,4,6,,,,,1579,958819,1546,420009,1869,4025290,1869,4025290,1764,993091,1684,429209,2025-03-27T04:29:07+00:00
7,24.7,89,12,1.2,63.6,66.9,,62,628,45,119,135,220,3,6,,,,,1814,4515864,2573,361149,1248,1949782,1248,1949782,4334,4706833,2616,364031,2025-03-27T04:31:07+00:00
7,24.7,89,12,1.3,63.6,66.9,,57,625,45,119,145,216,3,6,,,,,3411,1426773,3439,610649,1704,3173137,1704,3173137,3522,1480726,3528,616463,2025-03-27T04:33:06+00:00
5,24.4,89,12,1.3,63.6,66.9,,10,1037,45,116,131,202,4,5,,,,,1587,925793,1626,321882,2350,3597939,2350,3597939,1710,952339,1693,326304,2025-03-27T04:35:07+00:00
5,24.4,89,12,1.4,63.6,66.9,,23,549,45,116,138,204,3,5,,,,,1375,806364,1413,319868,1862,3261158,1862,3261158,1487,828679,1494,325214,2025-03-27T04:37:06+00:00
